Respondent.Serial,sample_group,idfx,respID,sernofx,S1,S2,respondent_age,hAgeRecode,S3,S4,S5,S6,S7 (1/9),S7 (2/9),S7 (3/9),S7 (4/9),S7 (5/9),S7 (6/9),S7 (7/9),S7 (8/9),S7 (9/9),Q1,Q2,Q3,Q4,Q5 (1/24),Q5 (2/24),Q5 (3/24),Q5 (4/24),Q5 (5/24),Q5 (6/24),Q5 (7/24),Q5 (8/24),Q5 (9/24),Q5 (10/24),Q5 (11/24),Q5 (12/24),Q5 (13/24),Q5 (14/24),Q5 (15/24),Q5 (16/24),Q5 (17/24),Q5 (18/24),Q5 (19/24),Q5 (20/24),Q5 (21/24),Q5 (22/24),Q5 (23/24),Q5 (24/24),OB1_loop[{_01}].OB1,OB1_loop[{_02}].OB1,OB1_loop[{_03}].OB1,OB1_loop[{_04}].OB1,OB1_loop[{_05}].OB1,OB1_loop[{_06}].OB1,OB1_loop[{_07}].OB1,OB1_loop[{_08}].OB1,OB1_loop[{_09}].OB1,OB1_loop[{_10}].OB1,OB1_loop[{_11}].OB1,OB1_loop[{_12}].OB1,OB1_loop[{_13}].OB1,OB1_loop[{_14}].OB1,OB2,OB3,OB4 (1/8),OB4 (2/8),OB4 (3/8),OB4 (4/8),OB4 (5/8),OB4 (6/8),OB4 (7/8),OB4 (8/8),OB5_loop[{_01}].OB5,OB5_loop[{_02}].OB5,OB5_loop[{_03}].OB5,OB5_loop[{_04}].OB5,OB5_loop[{_05}].OB5,OB5_loop[{_06}].OB5,OB5_loop[{_07}].OB5,OB5_loop[{_Other}].OB5,C0,C1,hCompanySize,C2,C3,C4,C5,C6 (1/6),C6 (2/6),C6 (3/6),C6 (4/6),C6 (5/6),C6 (6/6),C7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,gen_pop,KCA5FE,KCA5FE,809,_02,1980,45,age_05,_07,_01,_05,_01,_01,_04,_08,,,,,,,_04,"The security industry has endowed me with three core values: 
1. Strategic implementation: By leveraging the functions of executive leadership and project management, the security strategy is integrated into the entire process of construction projects to avoid risks, safeguard safety, and gain a sense of value and motivation.
2. Resource Collaboration: By leveraging administrative management functions, integrate human and IT resources, build teams, introduce systems, efficiently solve security issues, and enhance work recognition.
3. Industry Impact: Participated in standard discussions and shared experiences as a C-level executive, promoting the industry's emphasis on safety. Highly satisfied with the work due to a sense of mission and willing to continue to delve deeper.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_03,_03,_02,_02,_03,_02,_03,_03,_03,_03,_03,_02,_03,_03,_01,_04,_02,_05,,,,,,,_03,,_03,_02,,,,Yes,_04,company_03,_04,_01,_02,_09,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,gen_pop,NEN31F,NEN31F,810,_02,1985,40,age_04,_05,_01,_03,_07,_08,,,,,,,,,_03,"Thrilled to pioneer data governance in China. Working on national standards like 'Shuyou Space' is career-defining, but government audits demand perfectionism.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_03,_03,_02,_03,_04,_03,_02,_03,_04,_02,_02,_04,_03,_02,_04,_06,,,,,,,,,,_02,,_02,,,Yes,_08,company_05,_10,_01,_01,_05,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,gen_pop,NF39KL,NF39KL,813,_02,1992,33,age_03,_05,_01,_06,_01,_04,_08,,,,,,,,_02,"Due to the hidden barriers in the industry: when implementing the leadership's security strategy, there is often a gender stereotype of ""valuing experience over innovation"", which leads to significant resistance in the advancement of the plan. In project management, security resources are inclined towards male-dominated business, and security cooperation projects led by women are difficult to receive equal support. At the administrative management level, the industry's safety training and promotion channels are not well-suited for women, and their career development is restricted. We hope that the industry can break through prejudice and truly empower women on an equal footing.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_02,_01,_03,_03,_02,_03,_03,_02,_03,_03,_03,_04,_02,_04,_05,_02,,,,,,,_03,,_03,_04,,,,Yes,_03,company_02,_01,_04,_01,_07,_03,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,gen_pop,JKK7JJ,JKK7JJ,814,_01,2000,25,age_03,_03,_01,_01,_06,_06,,,,,,,,,_04,"Pretty satisfied, honestly. This job isn't as boring as sitting in an office; there's something new every day. Being able to help people avoid trouble feels pretty good, really energizing.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_03,_03,_02,_04,_03,_03,_03,_03,_04,_04,_03,_03,_01,_04,,,,,,,,,,,_04,,,,,No,_03,company_02,_02,_02,_01,_03,_02,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,gen_pop,7H2BA6,7H2BA6,815,_01,1996,29,age_03,_02,_01,_06,_05,_06,,,,,,,,,_04,"Satisfied? You bet. This job has weight, matters when it counts. Seeing everyone safe and sound makes what I do feel worthwhile.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_02,_03,_04,_03,_03,_03,_03,_03,_02,_02,_03,_03,_03,_01,_02,,,,,,,,,_03,,,,,,,Yes,_03,company_02,_01,_01,_02,_02,_02,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,gen_pop,IL9799,IL9799,816,_01,1997,28,age_03,_04,_01,_04,_06,_06,,,,,,,,,_04,"Love this job! It gets crazy busy sometimes, but nailing a hidden risk each time gives such a sense of achievement. Colleagues are all solid, working together is awesome.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_04,_04,_03,_03,_03,_03,_03,_03,_02,_04,_03,_02,_01,_06,,,,,,,,,,,,,_04,,,No,_02,company_01,_03,_01,_02,_02,_02,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,gen_pop,IE798J,IE798J,817,_02,2001,24,age_02,_03,_01,_02,_03,_06,,,,,,,,,_04,"It's okay, not as dull as I thought. Tackling all kinds of safety issues is like solving puzzles. And I learn tons of real skills, feeling more capable by the day.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_02,_03,_02,_03,_03,_03,_01,_03,_02,_03,_02,_03,_04,_04,_01,_04,,,,,,,,,,,_03,,,,,Yes,_02,company_01,_02,_01,_02,_03,_02,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,gen_pop,CLIL1I,CLIL1I,818,_01,1999,26,age_03,_02,_01,_02,_02,_06,,,,,,,,,_04,"Pretty good. This job's steady and helps people. Daily tasks aren't repetitive, there's challenge and gain, pay's decent too—no complaints.",_03,_03,_12,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_04,_04,_02,_03,_02,_03,_03,_03,_03,_03,_03,_03,_02,_06,,,,,,,,,,,,,_04,,,No,_02,company_01,_01,_03,_01,_01,_02,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,gen_pop,AB9B36,AB9B36,819,_02,1970,55,age_06,_05,_04,_03,_06,_04,,,,,,,,,_03,Very satisfied,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_04,_03,_03,_04,_03,_03,_04,_04,_04,_03,_03,_04,_01,_07,,,,,,,,,,,,,,_04,,No,_04,company_03,_01,_01,_03,_02,none,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,gen_pop,6MIEC1,6MIEC1,822,_02,1991,34,age_03,_03,_02,_01,_07,_06,,,,,,,,,_03,yeshhhhh,_03,_03,_24,_07,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_02,_04,_01,_03,_03,_03,_04,_04,_03,_03,_04,_03,_02,_03,_01,,,,,,,_05,,_04,,,,,,No,_01,company_01,_01,_02,_01,_01,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,gen_pop,G6IN7N,G6IN7N,825,_01,1981,44,age_04,_02,_02,_04,_06,_06,,,,,,,,,_03,noI don’t konw,_03,_02,_24,_05,_21,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_03,_01,_03,_03,_01,_02,_02,_02,_02,_02,_04,_03,_01,_04,_01,,,,,,,_03,,,_02,,,,,No,_01,company_01,_01,_01,_02,_01,_04,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,gen_pop,CC61LA,CC61LA,826,_02,1990,35,age_04,_05,_01,_03,_04,_04,,,,,,,,,_04,"I am extremely satisfied with my current job in the security industry. It not only enables me to acquire a lot of knowledge, but also helps more ordinary people. Serving them gives me a great sense of achievement in this field.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_03,_01,_02,_02,_03,_03,_03,_03,_03,_03,_03,_04,_01,_05,_04,_03,,,,,,,,_04,_04,_04,,,,Yes,_04,company_03,_04,_01,_02,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,gen_pop,2BLNNL,2BLNNL,844,_02,2000,25,age_03,_03,_02,_03,_01,_01,_02,_03,,,,,,,_05,"Everything goes well, I think.In terms of safety, there's actually no need to worry too much, and the salary in this aspect is also quite good.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_04,_04,_02,_03,_04,_02,_03,_04,_03,_04,_03,_04,_04,_04,_01,_01,_05,,,,,,,_03,,,,_02,,,,Yes,_04,company_03,_03,_02,_01,_06,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,gen_pop,A2BL66,A2BL66,846,_01,1980,45,age_05,_04,_01,_03,_04,_04,,,,,,,,,_03,"The core of security work lies in ""protection"" — whether it is safeguarding corporate data, user privacy, fending off cyber attacks, or maintaining business stability. Every successful vulnerability fix, emergency response, or upgrade of security systems allows one to directly witness the outcomes of their work.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_02,_02,_03,_03,_02,_03,_02,_03,_03,_03,_03,_03,_03,_03,_01,_04,,,,,,,,,,,_03,,,,,No,_03,company_02,_03,_01,_02,_03,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,gen_pop,J4J4LK,J4J4LK,848,_02,1996,29,age_03,_05,_01,_03,_04,_01,_04,_06,,,,,,,_04,"1. Sense of value: Safeguard safety, resolve risks, and do meaningful work.

2. Rapid growth: Exposure to diverse knowledge and skills, with continuous capability enhancement.

3. Good atmosphere: Cohesive teamwork and recognition and respect from the industry.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_04,_02,_03,_03,_03,_04,_03,_04,_04,_04,_04,_03,_01,_02,_05,,,,,,,,_04,,,_03,,,,Yes,_01,company_01,_05,_01,_02,_06,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,gen_pop,36CD2L,36CD2L,849,_02,1970,55,age_06,_05,_02,_02,_05,_06,_08,,,,,,,,_03,"The core of ""somewhat satisfied"" lies in ""not to the point of leaving, but not yet with the enthusiasm to fully commit"" — acknowledging both the fundamental value of the security industry and the stability of one's own work, while clearly recognizing the bottlenecks in the current environment (such as slow growth, lack of challenges, and insufficient support).",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_03,_04,_03,_02,_03,_03,_03,_03,_03,_03,_03,_04,_02,_02,_01,_03,,,,,,_04,_03,_04,,,,,,Yes,_04,company_03,_04,_01,_03,_04,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,gen_pop,32NE82,32NE82,850,_02,1979,46,age_05,_05,_01,_01,_04,_08,,,,,,,,,_04,"In the digital era, security has gradually evolved from a ""peripheral function"" to a ""core strategy"". The importance of this work is now recognized by both management and business departments, and it is no longer an ""invisible defense line"". This state of being needed and valued has significantly enhanced job satisfaction.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_04,_03,_02,_03,_03,_02,_02,_03,_04,_03,_03,_03,_04,_02,_01,_04,_03,_02,,,,,,,_04,_04,_03,,,,,Yes,_03,company_02,_02,_04,_01,_03,_04,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,gen_pop,F8C4FC,F8C4FC,851,_02,1981,44,age_04,_04,_01,_04,_07,_08,,,,,,,,,_02,"The career path is vague, and the motivation for promotion is mediocre. The company has no clear promotion criteria for security positions — for example, the capabilities required to move from a specialist to a supervisor, or how long it takes to get a promotion opportunity, are all unclear.",_03,_01,_02,_04,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_03,_04,_02,_03,_03,_03,_03,_03,_02,_02,_03,_04,_01,_05,_07,,,,,,,,,,,_03,,_04,,No,_03,company_02,_04,_01,_01,_03,_03,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,gen_pop,NAAAF1,NAAAF1,852,_01,1993,32,age_03,_02,_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_03,_01,_02,_04,_02,_01,none,,,,,,,,,,,,,,,,No,_02,company_01,_02,_03,_01,_02,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,gen_pop,1IMBD9,1IMBD9,853,_02,1996,29,age_03,_03,_01,_02,_06,_02,_05,,,,,,,,_03,The company provides me with a platform for career development.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_03,_03,_03,_02,_02,_03,_04,_03,_03,_02,_03,_03,_02,_03,,,,,,,,,,_03,,,,,,No,_03,company_02,_04,_03,_01,_03,_05,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,gen_pop,GNCMJD,GNCMJD,854,_01,1981,44,age_04,_04,_02,_03,_05,_06,,,,,,,,,_03,"The workload is not extremely heavy, allowing for a basic balance between work and life. The salary is at a medium level in the industry, sufficient to cover daily expenses. This state of ""not being stressed enough to want to escape, nor being so financially strained that a job change is imperative"" makes people inclined to ""maintain the status quo for now.""",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_02,_03,_03,_04,_03,_03,_02,_03,_03,_04,_03,_02,_04,_02,_01,_05,,,,,,,,,,,,_05,,,,No,_03,company_02,_04,_01,_03,_03,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,gen_pop,JG8KH2,JG8KH2,855,_02,1974,51,age_05,_05,_02,_07,_05,_03,,,,,,,,,_04,"There is excellent room for development, and it is also very friendly to female practitioners.",_03,_01,_07,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_03,_02,_02,_03,_03,_03,_03,_02,_02,_04,_02,_01,_06,,,,,,,,,,,,,_05,,,No,_03,company_02,_04,_01,_01,_03,_03,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,gen_pop,D97AB7,D97AB7,856,_01,1967,58,age_06,_06,_04,_06,_05,_06,,,,,,,,,_04,"The team atmosphere is relatively harmonious, with no serious workplace conflicts or gender bias — which is particularly important for female practitioners — and work can generally proceed according to procedures.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_03,_04,_02,_02,_03,_04,_03,_03,_03,_02,_04,_03,_01,none,,,,,,,,,,,,,,,,Yes,_05,company_03,_05,_01,_03,_05,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,gen_pop,NEECL8,NEECL8,860,_01,1973,52,age_05,_05,_01,_05,_04,_01,_04,,,,,,,,_04,"In recent years, with the improvement of regulations such as the 'Cybersecurity Law' and the 'Data Security Law,' and the public's increased awareness of privacy and risks, security work has gradually shifted from being 'behind-the-scenes support' to becoming 'core and front-line.' Companies are willing to invest more resources in security, and society's perception of security professionals has transitioned from 'tech geeks' to 'guardians of safety.' This increase in recognition further strengthens professional identity.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_04,_03,_02,_01,_03,_03,_04,_04,_03,_04,_02,_03,_03,_02,_05,_07,_04,,,,,,,,,_04,_04,,_05,,No,_07,company_05,_07,_01,_03,_04,_02,_04,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,gen_pop,KLN466,KLN466,861,_02,1980,45,age_05,_06,_01,_02,_02,_01,_02,_03,_04,_05,,,,,_03,"Because I feel the job is a bit dull and boring, but fortunately, the welfare benefits are quite good. I have to support my family, and a stable job brings me a sense of security",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_02,_03,_03,_04,_03,_03,_04,_04,_03,_03,_03,_04,_02,_02,_05,_04,_03,_07,,,,,_03,_05,_03,_04,,_05,,Yes,_04,company_03,_05,_04,_01,_01,_01,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,gen_pop,GHF49K,GHF49K,862,_02,1983,42,age_04,_03,_02,_01,_01,_04,,,,,,,,,_04,"My job makes me feel both challenging and interesting, which makes me feel very fulfilled and fulfilled.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_04,_04,_03,_03,_04,_03,_04,_03,_03,_04,_04,_04,_04,_04,_02,_04,_03,_06,,,,,,,,_05,_04,,_03,,,Yes,_04,company_03,_01,_01,_04,_01,_01,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,gen_pop,LJB1FK,LJB1FK,863,_02,1991,34,age_03,_04,_01,_02,_01,_01,,,,,,,,,_04,"Industry Advantage (Source of High Satisfaction) 
Demand growth: There is a significant shortage of cybersecurity professionals (approximately 3.5 million vacancies worldwide), and the job stability is high. 
Salary competitiveness: According to the ISC² report, the average salary of security professionals is 20% - 30% higher than that of other IT positions. 
Sense of mission: Protecting data/infrastructure from attacks, with a strong sense of social value.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_03,_02,_03,_02,_03,_03,_03,_03,_04,_03,_03,_05,_04,_06,,,,,,,,,,,,,_03,,,Yes,_08,company_05,_04,_01,_03,_04,_01,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,gen_pop,D1IH3H,D1IH3H,864,_02,1994,31,age_03,_04,_03,_02,_03,_02,,,,,,,,,_02,I feel that work has deprived me of my freedom. I have thought about arranging my time more reasonably. I want to be a woman with more control,_04,_02,_18,_16,_04,_21,_11,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_04,_04,_03,_03,_04,_03,_03,_02,_02,_03,_03,_03,_02,_01,,,,,,,,_03,,,,,,,,Yes,_03,company_02,_02,_03,_02,_01,_01,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,gen_pop,K2NM44,K2NM44,866,_02,1990,35,age_04,_05,_01,_04,_02,_03,,,,,,,,,_05,"The satisfaction and challenges of work In my job, what makes me most fulfilled is achieving goals, no matter how big or small, through my own efforts. Whenever I face difficulties and challenges, I can always find a sense of achievement from them. And this sense of satisfaction makes me look forward to and embrace new work projects and challenges even more.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_03,_03,_03,_03,_04,_04,_04,_04,_04,_04,_04,_04,_02,_06,_02,_01,,,,,,_05,_04,,,,_03,,,Yes,_05,company_03,_05,_01,_03,_01,_01,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,gen_pop,J5HICI,J5HICI,882,_01,2001,24,age_02,_03,_01,_05,_07,_05,,,,,,,,,_03,福利待遇好，氛围愉快,_04,_01,_10,_09,,,,,,,,,,,,,,,,,,,,,,,_01,_02,_02,_02,_01,_03,_03,_02,_03,_02,_03,_03,_03,_04,_04,_01,_05,,,,,,,,,,,,_03,,,,No,_04,company_03,_03,_02,_02,_03,_02,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,gen_pop,K48C4M,K48C4M,897,_01,2001,24,age_02,_03,_01,_06,_04,_04,,,,,,,,,_03,ok ok,_03,_03,_02,,,,,,,,,,,,,,,,,,,,,,,,_02,_02,_02,_02,_02,_02,_02,_03,_03,_03,_03,_03,_02,_03,_03,_01,_03,,,,,,,,,,_04,,,,,,No,_03,company_02,_03,_01,_01,_03,_03,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,gen_pop,HF3CD8,HF3CD8,898,_01,1991,34,age_03,_05,_01,_01,_03,_02,_04,_06,,,,,,,_04,I get to innovate and build great products for our customers in the security space.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_04,_03,_02,_01,_02,_03,_02,_03,_04,_03,_03,_04,_04,_02,_01,_01,_06,,,,,,,_05,,,,,_05,,,No,_04,company_03,_06,_01,_05,_07,_01,_02,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,gen_pop,F25A8D,F25A8D,901,_01,1994,31,age_03,_05,_01,_02,_04,_02,_03,_04,,,,,,,_04,Zenitel is amazing company with great leadership and the relationships they've shown me have been incredible.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_01,_01,_03,_03,_03,_04,_04,_04,_03,_04,_03,_02,_07,_06,_05,_02,_04,,,,,_04,,_03,_05,_05,_03,,No,_06,company_04,_08,_01,_01,_05,_02,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,gen_pop,JNK8J7,JNK8J7,904,_02,1989,36,age_04,_05,_01,_02,_07,_04,,,,,,,,,_04,My current job has a decent work life balance and I feel like I have more job security than my peers in other industries,_03,_03,_03,_02,_24,_18,,,,,,,,,,,,,,,,,,,,,_03,_04,_04,_03,_03,_02,_03,_03,_02,_03,_03,_02,_03,_03,_03,_01,_04,_03,_07,,,,,,,,_04,_03,,,_03,,No,_07,company_05,_08,_01,_01,_08,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,gen_pop,IK9BJB,IK9BJB,909,_01,1991,34,age_03,_05,_01,_05,_05,_06,,,,,,,,,_04,Company gives me the resources I need to complete my tasks. Also gives me time to keep learning what is new in the industry.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_01,_01,_01,_01,_01,_01,_02,_01,_04,_04,_04,_03,_04,_03,_04,_01,_03,_05,,,,,,,,,_05,,_05,,,,No,_08,company_05,_10,_01,_03,_06,_03,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,gen_pop,C6LAE5,C6LAE5,913,_02,1983,42,age_04,_03,_01,_01,_04,_08,,,,,,,,,_04,"I love the industry, people and mission.",_05,_03,_Other,,,,,,,,,,,,,,,,,,,,,,,,_02,_04,_02,_02,_02,_01,_02,_01,_04,_03,_04,_03,_04,_04,_03,_02,_06,_07,,,,,,,,,,,,_03,_03,,No,_06,company_04,_08,_01,_02,_07,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,gen_pop,DA2DG3,DA2DG3,914,_02,1995,30,age_03,_03,_01,_Other,_07,_02,_04,_07,,,,,,,_03,"I have ideas that overflow within me, I pitch them / make prototypes, etc and people listen and they seem to like it and want to move forward with it but they never go anywhere. I just want to create and grow but I feel as if I am "" stuck "" in a box here.",_03,_01,_16,_18,_21,_10,_09,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_04,_02,_02,_04,_04,_04,_04,_04,_04,_04,_04,_02,_02,_07,_05,_Other,,,,,,,,,,_05,,_05,_05,No,_08,company_05,_10,_01,_03,_04,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,gen_pop,74MGJN,74MGJN,916,_02,1997,28,age_03,_02,_01,_02,_04,_03,,,,,,,,,_04,I am supported by my peers and encouraged to share my ideas in a collaborative work environment.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_02,_03,_02,_02,_03,_01,_03,_04,_03,_03,_03,_03,_02,_01,_06,,,,,,,,,,,,,_03,,,No,_03,company_02,_05,_03,_01,_07,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,gen_pop,GH7ADJ,GH7ADJ,919,_01,1963,62,age_06,_07,_01,_01,_01,_01,,,,,,,,,_05,I feel empowered and appreciated,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_01,_01,_02,_01,_01,_01,_02,_01,_04,_04,_04,_04,_04,_04,_03,_01,_04,_07,_03,_01,_06,_05,,,_05,,_05,_05,_05,_05,_05,,Yes,_05,company_03,_07,_01,_02,_09,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,gen_pop,CNFCBN,CNFCBN,924,_02,1978,47,age_05,_07,_01,_Other,_02,_01,_06,_08,_Other,,,,,,_03,Lots of uncertainty in the sector.,_03,_01,_03,_10,_09,_01,_18,,,,,,,,,,,,,,,,,,,,_03,_04,_03,_04,_01,_03,_04,_03,_04,_04,_04,_04,_04,_04,_03,_02,_07,_05,_03,,,,,,,,_04,,_04,,_04,,No,_07,company_05,_04,_01,_03,_09,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,gen_pop,1M14IF,1M14IF,926,_02,1993,32,age_03,_03,_01,_05,_06,_04,,,,,,,,,_04,I am satisfied with the job that I do and the team that I am on.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_04,_04,_03,_02,_03,_03,_03,_03,_03,_04,_03,_03,_03,_02,_01,_02,_05,,,,,,,,_04,,,_04,,,,No,_06,company_04,_04,_04,_01,_05,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,gen_pop,H4D857,H4D857,927,_02,1968,57,age_06,_06,_01,_03,_04,_05,,,,,,,,,_03,I like my job but hate that at times I need a male counterpart to state things for me or back up what I state as fact to get people to listen,_03,_03,_10,_13,_09,_02,_18,,,,,,,,,,,,,,,,,,,,_03,_04,_03,_04,_01,_03,_04,_03,_04,_03,_03,_04,_04,_04,_03,_01,_03,,,,,,,,,,_02,,,,,,No,_06,company_04,_07,_01,_01,_06,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,gen_pop,FM9KLI,FM9KLI,928,_02,1981,44,age_04,_07,_01,_04,_04,_06,,,,,,,,,_04,"I enjoy the company I work for, it's benefits, work/life balance and the people I work with.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_04,_01,_03,_04,_03,_04,_04,_04,_04,_04,_04,_02,_01,_01,_06,_05,_03,,,,,_05,,_05,,_05,_05,,,Yes,_08,company_05,_10,_04,_04,_07,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,gen_pop,4LMLED,4LMLED,930,_02,1980,45,age_05,_07,_01,_02,_03,_03,,,,,,,,,_04,"The work is meaningful, and I appreciate being part of a field that helps protect people - its an industry I can feel good about being part. I feel like my skills are being used effectively, and there's a good mix of challenge and stability. While there’s always room for growth, overall I see the impact our industry makes.",_03,_03,_06,_09,_10,_11,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_04,_02,_03,_04,_04,_04,_04,_04,_04,_04,_04,_02,_01,_06,_01,_05,,,,,,_03,,,,_03,_02,,,No,_04,company_03,_06,_01,_03,_08,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,gen_pop,522CHM,522CHM,932,_02,1971,54,age_05,_05,_01,_02,_04,_02,,,,,,,,,_04,Motorola is a very stable organization.  Benefits are good.  Work is fulfilling and I enjoy being in the know of the latest product/industry enhancements,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_04,_03,_02,_02,_02,_03,_01,_04,_03,_04,_04,_04,_04,_03,_01,_07,_06,_05,,,,,,,,,,_05,_05,_04,,Yes,_08,company_05,_10,_01,_01,_06,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
